leg,cum_dist_km,lon,lat,Hs_m,wind_mps,curr_mps,V_service_mps,V_achievable_mps,SOG_mps,brakePower_kW,feasible
192,1424.8,146.1018,43.4429,1.890,9.03,0.000,5.71,5.714,5.714,1619.1,1
193,1428.1,146.1167,43.4550,1.895,8.93,0.000,5.71,5.714,5.714,1623.9,1
194,1429.5,146.1430,43.4629,1.905,8.86,0.000,5.71,5.714,5.714,1631.7,1
195,1434.7,146.1805,43.4731,1.918,8.77,0.000,5.71,5.714,5.714,1642.5,1
196,1436.7,146.2070,43.4923,1.925,8.63,0.000,5.71,5.714,5.714,1649.3,1
197,1438.2,146.2098,43.5067,1.926,8.54,0.000,5.71,5.714,5.714,1651.3,1
198,1439.5,146.2207,43.5165,1.935,8.52,0.000,5.71,5.714,5.714,1656.8,1
199,1440.7,146.2281,43.5261,1.941,8.50,0.000,5.71,5.714,5.714,1661.1,1
200,1454.5,146.2907,43.5744,1.980,8.64,0.000,5.71,5.714,5.714,1688.8,1
201,1534.5,146.8400,43.6834,2.212,10.16,0.000,5.71,5.714,5.714,1827.2,1
202,1647.7,147.7383,44.1643,2.463,10.69,0.000,5.71,5.714,5.714,2039.3,1
203,1760.9,148.5704,44.9913,2.283,8.79,0.000,5.71,5.714,5.714,1882.2,1
204,1841.1,149.4995,45.4560,2.968,9.54,0.000,5.71,5.714,5.714,2868.3,1
205,1921.3,150.5155,45.5572,2.423,7.60,0.000,5.71,5.714,5.714,2023.4,1
206,2001.5,151.5350,45.6495,2.876,9.39,0.000,5.71,5.714,5.714,2566.4,1
207,2114.8,152.6105,45.3752,2.748,9.83,0.000,5.71,5.714,5.714,2353.4,1
208,2228.1,153.7278,44.7332,2.537,7.89,0.000,5.71,5.714,5.714,2181.8,1
209,2341.4,154.8206,44.0806,2.399,7.79,0.000,5.71,5.714,5.714,2096.2,1
210,2421.6,155.8578,43.7767,2.632,9.48,0.000,5.71,5.714,5.714,2265.5,1
211,2501.8,156.8525,43.8225,2.703,9.33,0.000,5.71,5.714,5.714,2335.2,1
212,2582.0,157.8486,43.8595,2.818,10.10,0.000,5.71,5.714,5.714,2431.5,1
213,2662.2,158.8458,43.8878,2.822,9.27,0.000,5.71,5.714,5.714,2439.9,1
214,2742.5,159.8438,43.9072,2.807,9.45,0.000,5.71,5.714,5.714,2425.2,1
215,2822.7,160.8423,43.9179,2.670,8.08,0.000,5.71,5.714,5.714,2281.9,1
216,2902.9,161.8410,43.9197,2.444,5.14,0.000,5.71,5.714,5.714,2084.8,1
217,2983.1,162.8396,43.9127,2.280,4.11,0.000,5.71,5.714,5.714,1986.8,1
218,3063.3,163.8378,43.8969,2.123,3.27,0.000,5.71,5.714,5.714,1870.6,1
219,3143.5,164.8354,43.8724,1.996,5.66,0.000,5.71,5.714,5.714,1747.3,1
220,3223.7,165.8319,43.8390,1.895,9.26,0.000,5.71,5.714,5.714,1655.7,1
221,3303.9,166.8272,43.7969,2.022,10.60,0.000,5.71,5.714,5.714,1798.5,1
222,3384.1,167.8210,43.7460,2.556,12.74,0.000,5.71,5.714,5.714,2410.3,1
223,3464.4,168.8129,43.6864,2.800,12.60,0.000,5.71,5.714,5.714,2640.7,1
224,3544.6,169.8027,43.6182,2.895,12.08,0.000,5.71,5.714,5.714,2689.6,1
225,3624.8,170.7901,43.5413,3.005,12.30,0.000,5.71,5.714,5.714,2763.5,1
226,3705.0,171.7748,43.4559,2.965,13.03,0.000,5.71,5.714,5.714,2693.9,1
227,3785.2,172.7565,43.3619,3.386,14.27,0.000,5.71,5.714,5.714,3335.6,1
228,3865.4,173.7351,43.2594,3.585,14.41,0.000,5.71,5.714,5.714,3670.6,1
229,3945.6,174.7103,43.1485,3.773,14.67,0.000,5.71,5.714,5.714,4044.4,1
230,4025.8,175.6817,43.0292,3.689,13.31,0.000,5.71,5.714,5.714,3958.4,1
231,4106.0,176.6492,42.9017,3.539,11.98,0.000,5.71,5.714,5.714,3866.4,1
232,4186.2,177.6126,42.7659,3.588,10.71,0.000,5.71,5.714,5.714,4621.4,1
233,4245.3,178.4492,42.6543,3.534,10.56,0.000,5.71,5.714,5.714,4638.3,1
234,4287.6,178.9111,42.7865,3.546,10.40,0.000,5.71,5.714,5.714,4702.5,1
235,4400.9,179.5084,42.6027,3.542,11.00,0.000,5.71,5.714,5.714,4503.8,1
236,4443.8,180.0000,42.4383,3.537,11.31,0.000,5.71,5.714,5.714,4284.0,1
237,4499.2,180.0000,42.3823,3.398,6.38,0.000,5.71,5.714,5.714,4134.7,1
238,4554.6,180.0000,41.8837,3.235,7.13,0.000,5.71,5.714,5.714,3573.8,1
239,4554.6,0.0000,41.6343,0.000,0.00,0.000,5.71,5.714,5.548,1117.6,1
240,4609.9,-180.0000,41.8837,3.242,6.19,0.000,5.71,5.714,5.714,3656.5,1
241,4665.3,-180.0000,42.3823,3.203,5.22,0.000,5.71,5.714,5.714,3821.0,1
242,4720.7,-180.0000,42.8809,3.171,4.32,0.000,5.71,5.714,5.714,3789.4,1
243,4776.1,-180.0000,43.3795,3.160,4.25,0.000,5.71,5.714,5.714,3860.7,1
244,4831.5,-180.0000,43.8781,3.219,3.47,0.000,5.71,5.714,5.714,4116.9,1
245,4886.9,-180.0000,44.3767,3.236,5.06,0.000,5.71,5.714,5.714,4180.7,1
246,5866.4,-176.4779,48.3580,2.884,12.51,0.000,5.71,5.714,5.714,2130.8,1
247,8694.7,-152.0367,52.0738,1.554,7.13,0.000,5.71,5.714,5.714,1460.5,1
