leg,cum_dist_km,lon,lat,Hs_m,wind_mps,curr_mps,V_service_mps,V_achievable_mps,SOG_mps,brakePower_kW,feasible
289,9492.4,-124.1812,43.6911,1.699,1.57,0.000,6.00,6.000,6.000,1710.6,1
290,9494.8,-124.1665,43.7077,1.696,1.57,0.000,6.00,6.000,6.000,1711.0,1
291,9496.9,-124.1610,43.7272,1.694,1.60,0.000,6.00,6.000,6.000,1712.5,1
292,9498.4,-124.1546,43.7422,1.692,1.62,0.000,6.00,6.000,6.000,1713.6,1
293,9500.1,-124.1387,43.7483,1.696,1.59,0.000,6.00,6.000,6.000,1717.6,1
294,9501.9,-124.1219,43.7423,1.694,1.55,0.000,6.00,6.000,6.000,1718.0,1
295,9504.1,-124.1082,43.7270,1.693,1.50,0.000,6.00,6.000,6.000,1719.5,1
296,9505.5,-124.0934,43.7158,1.699,1.44,0.000,6.00,6.000,6.000,1725.0,1
297,9506.8,-124.0779,43.7123,1.697,1.38,0.000,6.00,6.000,6.000,1725.2,1
298,9507.6,-124.0714,43.7082,1.696,1.36,0.000,6.00,6.000,6.000,1726.2,1
299,9510.5,-124.0908,43.7054,1.700,1.43,0.000,6.00,6.000,6.000,1731.9,1
300,9511.3,-124.1128,43.7085,1.696,1.51,0.000,6.00,6.000,6.000,1733.2,1
301,9513.4,-124.1214,43.7197,1.696,1.56,0.000,6.00,6.000,6.000,1736.3,1
302,9514.3,-124.1295,43.7316,1.697,1.61,0.000,6.00,6.000,6.000,1739.4,1
303,9514.9,-124.1363,43.7339,1.698,1.64,0.000,6.00,6.000,6.000,1741.4,1
304,9516.2,-124.1408,43.7274,1.699,1.64,0.000,6.00,6.000,6.000,1743.8,1
305,9517.4,-124.1456,43.7168,1.701,1.65,0.000,6.00,6.000,6.000,1746.9,1
306,9519.0,-124.1519,43.7052,1.695,1.65,0.000,6.00,6.000,6.000,1745.7,1
307,9520.2,-124.1581,43.6934,1.697,1.66,0.000,6.00,6.000,6.000,1749.1,1
308,9522.2,-124.1682,43.6807,1.700,1.69,0.000,6.00,6.000,6.000,1753.4,1
309,9524.7,-124.1885,43.6679,1.704,1.75,0.000,6.00,6.000,6.000,1759.8,1
310,9525.6,-124.2060,43.6597,1.700,1.80,0.000,6.00,6.000,6.000,1759.9,1
311,9528.9,-124.2127,43.6420,1.702,1.77,0.000,6.00,6.000,6.000,1764.0,1
312,9533.5,-124.2196,43.6069,1.706,1.68,0.000,6.00,6.000,6.000,1771.5,1
313,9538.0,-124.2307,43.5668,1.711,1.58,0.000,6.00,6.000,6.000,1782.0,1
314,9553.2,-124.2680,43.4825,1.715,1.36,0.000,6.00,6.000,6.000,1798.2,1
315,9559.8,-124.3166,43.3916,1.714,0.87,0.000,6.00,6.000,6.000,1764.5,1
316,9560.6,-124.3303,43.3639,1.716,0.81,0.000,6.00,6.000,6.000,1768.2,1
317,9566.3,-124.3044,43.3828,1.714,0.75,0.000,6.00,6.000,6.000,1773.1,1
318,9568.4,-124.2802,43.4123,1.722,0.78,0.000,6.00,6.000,6.000,1791.1,1
319,9569.7,-124.2697,43.4240,1.722,0.80,0.000,6.00,6.000,6.000,1796.4,1
320,9571.8,-124.2513,43.4316,1.720,0.72,0.000,6.00,6.000,6.000,1789.0,1
321,9573.1,-124.2367,43.4419,1.728,0.68,0.000,6.00,6.000,6.000,1792.8,1
322,9575.2,-124.2209,43.4497,1.727,0.64,0.000,6.00,6.000,6.000,1792.2,1
323,9576.1,-124.2032,43.4523,1.725,0.60,0.000,6.00,6.000,6.000,1792.6,1
324,9577.3,-124.2023,43.4479,1.725,0.61,0.000,6.00,6.000,6.000,1795.3,1
325,9578.7,-124.2078,43.4371,1.726,0.64,0.000,6.00,6.000,6.000,1799.5,1
326,9580.4,-124.2015,43.4255,1.726,0.64,0.000,6.00,6.000,6.000,1804.3,1
327,9582.0,-124.1924,43.4127,1.732,0.65,0.000,6.00,6.000,6.000,1817.5,1
328,9585.9,-124.2017,43.3900,1.726,0.74,0.000,6.00,6.000,6.000,1822.1,1
329,9587.2,-124.2156,43.3804,1.729,0.88,0.000,6.00,6.000,6.000,1832.0,1
330,9589.0,-124.2184,43.3941,1.731,0.96,0.000,6.00,6.000,6.000,1841.2,1
331,9590.6,-124.2183,43.4093,1.734,1.05,0.000,6.00,6.000,6.000,1852.3,1
332,9591.7,-124.2202,43.4208,1.736,1.10,0.000,6.00,6.000,6.000,1857.3,1
333,9592.5,-124.2276,43.4246,1.738,1.12,0.000,6.00,6.000,6.000,1857.2,1
334,9594.3,-124.2428,43.4208,1.741,1.16,0.000,6.00,6.000,6.000,1855.8,1
335,9597.5,-124.2645,43.4057,1.737,1.21,0.000,6.00,6.000,6.000,1845.7,1
336,9600.3,-124.2818,43.3823,1.740,1.25,0.000,6.00,6.000,6.000,1846.1,1
337,9601.6,-124.2940,43.3671,1.743,1.30,0.000,6.00,6.000,6.000,1848.4,1
338,9602.8,-124.3046,43.3593,1.736,1.35,0.000,6.00,6.000,6.000,1843.8,1
339,9604.6,-124.3103,43.3468,1.737,1.38,0.000,6.00,6.000,6.000,1845.8,1
340,9605.8,-124.3101,43.3333,1.737,1.38,0.000,6.00,6.000,6.000,1847.2,1
341,9607.9,-124.3106,43.3184,1.737,1.40,0.000,6.00,6.000,6.000,1848.9,1
342,9609.0,-124.3147,43.3044,1.738,1.43,0.000,6.00,6.000,6.000,1851.1,1
343,9610.6,-124.3215,43.3060,1.740,1.47,0.000,6.00,6.000,6.000,1854.6,1
344,9613.5,-124.3262,43.3255,1.744,1.51,0.000,6.00,6.000,6.000,1860.6,1
345,9614.7,-124.3277,43.3437,1.748,1.50,0.000,6.00,6.000,6.000,1865.3,1
346,9615.8,-124.3358,43.3505,1.751,1.53,0.000,6.00,6.000,6.000,1868.9,1
347,9617.6,-124.3510,43.3472,1.745,1.60,0.000,6.00,6.000,6.000,1866.4,1
348,9619.0,-124.3682,43.3413,1.749,1.68,0.000,6.00,6.000,6.000,1871.7,1
349,9620.3,-124.3809,43.3352,1.752,1.75,0.000,6.00,6.000,6.000,1875.7,1
350,9622.9,-124.3933,43.3201,1.755,1.81,0.000,6.00,6.000,6.000,1880.1,1
351,9624.1,-124.3982,43.3051,1.756,1.83,0.000,6.00,6.000,6.000,1882.9,1
352,9628.3,-124.3909,43.2816,1.755,1.77,0.000,6.00,6.000,6.000,1883.6,1
353,9641.9,-124.4025,43.2026,1.747,1.77,0.000,6.00,6.000,6.000,1884.2,1
354,9643.8,-124.4173,43.1338,1.750,1.86,0.000,6.00,6.000,6.000,1892.9,1
355,9644.8,-124.4203,43.1224,1.751,1.88,0.000,6.00,6.000,6.000,1894.8,1
356,9649.8,-124.4296,43.0971,1.753,1.93,0.000,6.00,6.000,6.000,1899.4,1
357,9651.9,-124.4361,43.0655,1.755,1.96,0.000,6.00,6.000,6.000,1903.7,1
358,9654.8,-124.4412,43.0431,1.756,1.99,0.000,6.00,6.000,6.000,1907.1,1
359,9657.0,-124.4496,43.0206,1.758,2.02,0.000,6.00,6.000,6.000,1911.5,1
360,9659.2,-124.4590,43.0022,1.748,2.05,0.000,6.00,6.000,6.000,1905.7,1
361,9665.9,-124.4767,42.9645,1.748,2.12,0.000,6.00,6.000,6.000,1910.7,1
362,9666.6,-124.4911,42.9329,1.747,2.20,0.000,6.00,6.000,6.000,1915.0,1
363,9677.0,-124.5201,42.8876,1.735,2.34,0.000,6.00,6.000,6.000,1912.5,1
364,9679.0,-124.5572,42.8397,1.740,2.55,0.000,6.00,6.000,6.000,1924.5,1
365,9680.7,-124.5581,42.8298,1.740,2.57,0.000,6.00,6.000,6.000,1925.8,1
366,9682.1,-124.5441,42.8209,1.734,2.53,0.000,6.00,6.000,6.000,1922.2,1
367,9683.6,-124.5355,42.8101,1.730,2.51,0.000,6.00,6.000,6.000,1919.6,1
368,9689.8,-124.5235,42.7763,1.721,2.53,0.000,6.00,6.000,6.000,1915.4,1
369,9691.4,-124.5102,42.7426,1.711,2.57,0.000,6.00,6.000,6.000,1911.2,1
370,9692.5,-124.4987,42.7371,1.725,2.56,0.000,6.00,6.000,6.000,1922.4,1
371,9694.3,-124.4824,42.7340,1.719,2.52,0.000,6.00,6.000,6.000,1918.4,1
372,9697.4,-124.4699,42.7164,1.712,2.57,0.000,6.00,6.000,6.000,1915.4,1
373,9699.4,-124.4606,42.6947,1.704,2.66,0.000,6.00,6.000,6.000,1913.1,1
374,9700.9,-124.4477,42.6825,1.718,2.65,0.000,6.00,6.000,6.000,1924.4,1
375,9702.3,-124.4335,42.6748,1.711,2.63,0.000,6.00,6.000,6.000,1920.5,1
376,9703.7,-124.4204,42.6670,1.705,2.60,0.000,6.00,6.000,6.000,1916.9,1
377,9705.7,-124.4115,42.6537,1.699,2.62,0.000,6.00,6.000,6.000,1914.6,1
378,9709.0,-124.4042,42.6303,1.692,2.69,0.000,6.00,6.000,6.000,1913.1,1
379,9711.4,-124.4016,42.6053,1.687,2.80,0.000,6.00,6.000,6.000,1913.6,1
380,9712.5,-124.4008,42.5902,1.684,2.86,0.000,6.00,6.000,6.000,1914.2,1
381,9714.6,-124.3963,42.5760,1.702,2.90,0.000,6.00,6.000,6.000,1930.1,1
382,9718.4,-124.3986,42.5497,1.699,3.04,0.000,6.00,6.000,6.000,1933.3,1
383,9719.9,-124.4046,42.5262,1.675,3.18,0.000,6.00,6.000,6.000,1920.4,1
384,9723.3,-124.4135,42.5053,1.676,3.31,0.000,6.00,6.000,6.000,1926.9,1
385,9726.0,-124.4214,42.4790,1.687,3.40,0.000,6.00,6.000,6.000,1943.1,1
386,9727.4,-124.4228,42.4606,1.696,3.43,0.000,6.00,6.000,6.000,1954.3,1
387,9729.5,-124.4317,42.4466,1.706,3.51,0.000,6.00,6.000,6.000,1967.1,1
388,9732.0,-124.4324,42.4295,1.713,3.54,0.000,6.00,6.000,6.000,1978.6,1
389,9734.6,-124.4261,42.4082,1.719,3.53,0.000,6.00,6.000,6.000,1988.9,1
390,9736.8,-124.4269,42.3869,1.728,3.56,0.000,6.00,6.000,6.000,2001.6,1
391,9738.5,-124.4263,42.3696,1.735,3.59,0.000,6.00,6.000,6.000,2011.4,1
392,9739.9,-124.4284,42.3557,1.742,3.63,0.000,6.00,6.000,6.000,2020.1,1
393,9742.1,-124.4317,42.3394,1.749,3.69,0.000,6.00,6.000,6.000,2030.4,1
394,9743.3,-124.4304,42.3247,1.755,3.69,0.000,6.00,6.000,6.000,2037.5,1
395,9743.7,-124.4256,42.3189,1.756,3.65,0.000,6.00,6.000,6.000,2039.0,1
396,9746.4,-124.4164,42.3070,1.757,3.58,0.000,6.00,6.000,6.000,2042.2,1
397,9750.5,-124.4099,42.2776,1.767,3.54,0.000,6.00,6.000,6.000,2055.0,1
398,9751.6,-124.4114,42.2539,1.778,3.55,0.000,6.00,6.000,6.000,2067.2,1
399,9753.4,-124.4038,42.2442,1.780,3.48,0.000,6.00,6.000,6.000,2070.4,1
400,9755.9,-124.3871,42.2299,1.796,3.32,0.000,6.00,6.000,6.000,2088.3,1
401,9758.5,-124.3776,42.2085,1.802,3.19,0.000,6.00,6.000,6.000,2096.2,1
402,9761.1,-124.3700,42.1859,1.809,3.06,0.000,6.00,6.000,6.000,2105.1,1
403,9763.9,-124.3650,42.1626,1.818,2.94,0.000,6.00,6.000,6.000,2115.1,1
404,9766.2,-124.3602,42.1410,1.826,2.79,0.000,6.00,6.000,6.000,2123.4,1
405,9768.3,-124.3569,42.1225,1.833,2.66,0.000,6.00,6.000,6.000,2130.3,1
406,9770.2,-124.3550,42.1055,1.840,2.54,0.000,6.00,6.000,6.000,2136.4,1
407,9771.6,-124.3432,42.0947,1.852,2.42,0.000,6.00,6.000,6.000,2149.5,1
408,9933.7,-124.3266,41.3618,1.954,5.49,0.000,6.00,6.000,6.000,2217.8,1
409,9934.1,-124.3184,40.6304,2.250,3.08,0.000,6.00,6.000,6.000,2459.5,1
410,9935.4,-124.3208,40.6230,2.251,3.07,0.000,6.00,6.000,6.000,2459.5,1
411,9940.3,-124.3360,40.5976,2.255,3.08,0.000,6.00,6.000,6.000,2460.9,1
412,9942.1,-124.3540,40.5704,2.249,3.09,0.000,6.00,6.000,6.000,2451.1,1
413,9945.2,-124.3640,40.5500,2.251,3.09,0.000,6.00,6.000,6.000,2451.5,1
414,9948.5,-124.3779,40.5232,2.255,3.10,0.000,6.00,6.000,6.000,2452.6,1
415,9949.6,-124.3848,40.5048,2.256,3.09,0.000,6.00,6.000,6.000,2452.7,1
416,9951.5,-124.3859,40.4917,2.257,3.08,0.000,6.00,6.000,6.000,2453.2,1
417,9953.6,-124.3920,40.4743,2.260,3.14,0.000,6.00,6.000,6.000,2457.0,1
418,9956.2,-124.4026,40.4546,2.255,3.24,0.000,6.00,6.000,6.000,2451.6,1
419,9959.5,-124.4037,40.4298,2.257,3.26,0.000,6.00,6.000,6.000,2454.8,1
420,9964.5,-124.3822,40.3966,2.264,3.17,0.000,6.00,6.000,6.000,2462.7,1
421,9968.2,-124.3655,40.3611,2.265,3.14,0.000,6.00,6.000,6.000,2462.6,1
422,9971.3,-124.3565,40.3318,2.266,3.15,0.000,6.00,6.000,6.000,2464.7,1
423,9975.6,-124.3542,40.3002,2.268,3.21,0.000,6.00,6.000,6.000,2469.5,1
424,9977.9,-124.3618,40.2715,2.272,3.34,0.000,6.00,6.000,6.000,2477.0,1
425,9980.7,-124.3530,40.2518,2.273,3.31,0.000,6.00,6.000,6.000,2477.9,1
426,9982.1,-124.3349,40.2395,2.278,3.23,0.000,6.00,6.000,6.000,2483.6,1
427,9983.6,-124.3233,40.2308,2.277,3.19,0.000,6.00,6.000,6.000,2482.2,1
428,9990.6,-124.2879,40.2045,2.281,3.06,0.000,6.00,6.000,6.000,2486.3,1
429,9994.4,-124.2382,40.1748,2.047,2.89,0.000,6.00,6.000,6.000,2179.9,1
430,9999.3,-124.2027,40.1474,2.007,2.86,0.000,6.00,6.000,6.000,2132.6,1
431,10003.6,-124.1618,40.1227,1.973,2.79,0.000,6.00,6.000,6.000,2091.9,1
432,10005.7,-124.1270,40.1115,1.943,2.71,0.000,6.00,6.000,6.000,2056.5,1
433,10009.8,-124.1016,40.0923,1.909,2.69,0.000,6.00,6.000,6.000,2020.9,1
434,10011.9,-124.0840,40.0687,1.900,2.73,0.000,6.00,6.000,6.000,2011.1,1
435,10014.6,-124.0804,40.0477,1.887,2.83,0.000,6.00,6.000,6.000,2000.4,1
436,10015.6,-124.0782,40.0314,1.890,2.91,0.000,6.00,6.000,6.000,2004.8,1
437,10016.4,-124.0727,40.0243,1.887,2.92,0.000,6.00,6.000,6.000,2001.7,1
438,10017.0,-124.0663,40.0220,1.882,2.90,0.000,6.00,6.000,6.000,1995.9,1
439,10017.4,-124.0609,40.0232,1.876,2.87,0.000,6.00,6.000,6.000,1989.7,1
440,10018.7,-124.0518,40.0213,1.868,2.83,0.000,6.00,6.000,6.000,1980.9,1
441,10019.9,-124.0393,40.0154,1.858,2.79,0.000,6.00,6.000,6.000,1970.2,1
442,10021.3,-124.0281,40.0071,1.851,2.77,0.000,6.00,6.000,6.000,1962.1,1
443,10024.6,-124.0120,39.9901,1.823,2.72,0.000,6.00,6.000,6.000,1935.8,1
444,10027.1,-123.9901,39.9705,1.857,2.61,0.000,6.00,6.000,6.000,1967.7,1
445,10031.8,-123.9673,39.9437,1.846,2.49,0.000,6.00,6.000,6.000,1954.2,1
446,10034.6,-123.9431,39.9163,1.880,2.35,0.000,6.00,6.000,6.000,1986.8,1
447,10039.7,-123.9192,39.8869,1.869,2.18,0.000,6.00,6.000,6.000,1973.0,1
448,10043.1,-123.8939,39.8551,1.903,1.98,0.000,6.00,6.000,6.000,2005.8,1
449,10045.6,-123.8671,39.8389,1.886,1.74,0.000,6.00,6.000,6.000,1983.3,1
450,10048.5,-123.8494,39.8209,1.920,1.51,0.000,6.00,6.000,6.000,2018.9,1
451,10051.4,-123.8410,39.7956,1.923,1.36,0.000,6.00,6.000,6.000,2022.4,1
452,10053.8,-123.8374,39.7723,1.928,1.26,0.000,6.00,6.000,6.000,2033.1,1
453,10056.1,-123.8341,39.7517,1.933,1.18,0.000,6.00,6.000,6.000,2046.2,1
454,10057.8,-123.8303,39.7342,1.937,1.15,0.000,6.00,6.000,6.000,2056.9,1
455,10058.9,-123.8269,39.7221,1.939,1.12,0.000,6.00,6.000,6.000,2064.2,1
456,10060.3,-123.8162,39.7148,1.933,1.02,0.000,6.00,6.000,6.000,2064.1,1
457,10061.5,-123.8058,39.7072,1.928,0.93,0.000,6.00,6.000,6.000,2065.9,1
458,10062.8,-123.7995,39.6972,1.966,0.89,0.000,6.00,6.000,6.000,2122.9,1
459,10064.5,-123.7933,39.6846,1.966,0.87,0.000,6.00,6.000,6.000,2130.4,1
460,10065.7,-123.7905,39.6719,1.969,0.89,0.000,6.00,6.000,6.000,2138.7,1
461,10067.0,-123.7884,39.6608,1.972,0.91,0.000,6.00,6.000,6.000,2143.9,1
462,10073.5,-123.7867,39.6260,1.984,0.99,0.000,6.00,6.000,6.000,2157.8,1
463,10077.4,-123.7781,39.5803,1.996,1.05,0.000,6.00,6.000,6.000,2171.5,1
464,10079.5,-123.7696,39.5542,2.000,1.07,0.000,6.00,6.000,6.000,2176.5,1
465,10081.3,-123.7731,39.5370,2.009,1.16,0.000,6.00,6.000,6.000,2184.8,1
466,10086.0,-123.7875,39.5099,2.030,1.40,0.000,6.00,6.000,6.000,2203.9,1
467,10091.4,-123.8076,39.4673,2.024,1.68,0.000,6.00,6.000,6.000,2180.6,1
468,10095.8,-123.8185,39.4246,2.045,1.83,0.000,6.00,6.000,6.000,2203.2,1
469,10102.2,-123.8227,39.3763,2.062,1.95,0.000,6.00,6.000,6.000,2223.0,1
470,10105.2,-123.8155,39.3357,2.070,1.95,0.000,6.00,6.000,6.000,2230.8,1
471,10107.4,-123.8062,39.3144,2.071,1.89,0.000,6.00,6.000,6.000,2230.2,1
472,10108.5,-123.8019,39.3012,2.073,1.88,0.000,6.00,6.000,6.000,2231.3,1
473,10110.6,-123.8004,39.2883,2.076,1.91,0.000,6.00,6.000,6.000,2235.7,1
474,10112.1,-123.7969,39.2743,2.109,1.95,0.000,6.00,6.000,6.000,2285.1,1
475,10117.5,-123.7842,39.2459,2.111,1.97,0.000,6.00,6.000,6.000,2289.1,1
476,10120.8,-123.7729,39.2081,2.117,2.18,0.000,6.00,6.000,6.000,2300.9,1
477,10125.6,-123.7517,39.1765,2.116,2.22,0.000,6.00,6.000,6.000,2301.5,1
478,10127.3,-123.7367,39.1510,2.144,2.35,0.000,6.00,6.000,6.000,2345.6,1
479,10129.1,-123.7297,39.1380,2.145,2.42,0.000,6.00,6.000,6.000,2347.0,1
480,10132.2,-123.7173,39.1197,2.144,2.49,0.000,6.00,6.000,6.000,2346.2,1
481,10134.8,-123.7084,39.0950,2.148,2.62,0.000,6.00,6.000,6.000,2352.4,1
482,10137.6,-123.6995,39.0714,2.178,2.76,0.000,6.00,6.000,6.000,2399.9,1
483,10140.0,-123.6932,39.0488,2.183,2.90,0.000,6.00,6.000,6.000,2408.3,1
484,10141.2,-123.6902,39.0332,2.187,3.02,0.000,6.00,6.000,6.000,2415.6,1
485,10143.5,-123.6926,39.0178,2.193,3.17,0.000,6.00,6.000,6.000,2428.1,1
486,10145.5,-123.7000,38.9989,2.180,3.40,0.000,6.00,6.000,6.000,2408.8,1
487,10149.3,-123.7146,38.9752,2.194,3.76,0.000,6.00,6.000,6.000,2437.6,1
488,10150.9,-123.7339,38.9580,2.209,4.11,0.000,6.00,6.000,6.000,2467.0,1
489,10153.7,-123.7350,38.9444,2.214,4.25,0.000,6.00,6.000,6.000,2477.6,1
490,10155.4,-123.7268,38.9259,2.215,4.28,0.000,6.00,6.000,6.000,2480.1,1
491,10156.7,-123.7190,38.9164,2.214,4.26,0.000,6.00,6.000,6.000,2478.8,1
492,10158.7,-123.7046,38.9073,2.211,4.19,0.000,6.00,6.000,6.000,2472.6,1
493,10163.0,-123.6803,38.8864,2.228,4.09,0.000,6.00,6.000,6.000,2499.0,1
494,10165.8,-123.6557,38.8610,2.226,4.02,0.000,6.00,6.000,6.000,2494.7,1
495,10169.6,-123.6324,38.8384,2.023,3.96,0.000,6.00,6.000,6.000,2243.4,1
496,10172.6,-123.6053,38.8166,2.010,3.87,0.000,6.00,6.000,6.000,2226.7,1
497,10175.3,-123.5802,38.8005,1.996,3.76,0.000,6.00,6.000,6.000,2209.9,1
498,10176.8,-123.5625,38.7891,1.967,3.67,0.000,6.00,6.000,6.000,2176.8,1
499,10179.0,-123.5482,38.7777,1.960,3.60,0.000,6.00,6.000,6.000,2168.0,1
500,10182.1,-123.5305,38.7595,1.953,3.54,0.000,6.00,6.000,6.000,2159.5,1
501,10203.3,-123.4446,38.6737,2.035,3.16,0.000,6.00,6.000,6.000,2255.4,1
502,10207.8,-123.3514,38.5840,1.935,2.59,0.000,6.00,6.000,6.000,2139.0,1
503,10210.0,-123.3261,38.5624,1.983,2.43,0.000,6.00,6.000,6.000,2192.9,1
504,10211.3,-123.3099,38.5532,1.975,2.32,0.000,6.00,6.000,6.000,2185.1,1
505,10214.9,-123.2886,38.5390,2.019,2.18,0.000,6.00,6.000,6.000,2240.3,1
506,10217.6,-123.2626,38.5198,2.010,2.03,0.000,6.00,6.000,6.000,2233.8,1
507,10225.5,-123.2118,38.4949,1.911,1.73,0.000,6.00,6.000,6.000,2142.3,1
508,10230.5,-123.1498,38.4642,1.950,1.41,0.000,6.00,6.000,6.000,2206.2,1
509,10231.8,-123.1267,38.4434,1.940,1.33,0.000,6.00,6.000,6.000,2200.0,1
510,10234.0,-123.1187,38.4290,1.939,1.31,0.000,6.00,6.000,6.000,2201.4,1
511,10235.3,-123.1074,38.4164,1.936,1.29,0.000,6.00,6.000,6.000,2199.9,1
512,10237.2,-123.0989,38.4040,1.969,1.29,0.000,6.00,6.000,6.000,2244.7,1
513,10238.1,-123.0914,38.3935,1.940,1.29,0.000,6.00,6.000,6.000,2192.4,1
514,10240.3,-123.0830,38.3817,1.937,1.31,0.000,6.00,6.000,6.000,2190.4,1
515,10241.9,-123.0750,38.3660,1.934,1.37,0.000,6.00,6.000,6.000,2188.2,1
516,10243.4,-123.0697,38.3531,1.932,1.42,0.000,6.00,6.000,6.000,2186.7,1
517,10246.1,-123.0722,38.3344,1.930,1.50,0.000,6.00,6.000,6.000,2184.3,1
518,10249.3,-123.0692,38.3092,1.930,1.61,0.000,6.00,6.000,6.000,2184.0,1
519,10250.2,-123.0577,38.2970,1.921,1.70,0.000,6.00,6.000,6.000,2174.9,1
520,10251.0,-123.0523,38.3016,1.922,1.75,0.000,6.00,6.000,6.000,2175.7,1
521,10251.9,-123.0491,38.3086,1.920,1.79,0.000,6.00,6.000,6.000,2173.2,1
522,10253.3,-123.0380,38.3124,1.915,1.85,0.000,6.00,6.000,6.000,2167.1,1
523,10256.4,-123.0159,38.3038,1.905,2.00,0.000,6.00,6.000,6.000,2155.9,1
524,10258.8,-122.9947,38.2863,1.889,2.19,0.000,6.00,6.000,6.000,2137.0,1
525,10260.5,-122.9808,38.2720,1.872,2.30,0.000,6.00,6.000,6.000,2118.8,1
526,10262.2,-122.9715,38.2585,1.861,2.39,0.000,6.00,6.000,6.000,2107.1,1
527,10263.8,-122.9687,38.2440,1.854,2.46,0.000,6.00,6.000,6.000,2099.6,1
528,10264.4,-122.9667,38.2347,1.852,2.51,0.000,6.00,6.000,6.000,2097.4,1
529,10265.3,-122.9595,38.2319,1.843,2.54,0.000,6.00,6.000,6.000,2088.2,1
530,10266.9,-122.9525,38.2243,1.835,2.59,0.000,6.00,6.000,6.000,2079.6,1
531,10267.5,-122.9473,38.2183,1.829,2.64,0.000,6.00,6.000,6.000,2073.3,1
532,10268.4,-122.9398,38.2174,1.819,2.66,0.000,6.00,6.000,6.000,2063.8,1
533,10276.3,-122.9120,38.1850,1.782,2.86,0.000,6.00,6.000,6.000,2026.5,1
534,10282.2,-122.8694,38.1327,1.728,3.20,0.000,6.00,6.000,6.000,1974.3,1
535,10284.5,-122.8413,38.1033,1.697,3.37,0.000,6.00,6.000,6.000,1945.2,1
536,10287.2,-122.8290,38.0840,1.676,3.47,0.000,6.00,6.000,6.000,1926.5,1
537,10289.9,-122.8345,38.0820,1.683,3.52,0.000,6.00,6.000,6.000,1931.9,1
538,10292.9,-122.8561,38.1011,1.713,3.53,0.000,6.00,6.000,6.000,1958.5,1
539,10295.9,-122.8801,38.1205,1.739,3.55,0.000,6.00,6.000,6.000,1981.7,1
540,10298.7,-122.8994,38.1416,1.758,3.57,0.000,6.00,6.000,6.000,2000.1,1
541,10301.7,-122.9164,38.1637,1.782,3.59,0.000,6.00,6.000,6.000,2021.4,1
542,10307.5,-122.9452,38.1964,1.812,3.62,0.000,6.00,6.000,6.000,2050.1,1
543,10310.4,-122.9750,38.2278,1.848,3.64,0.000,6.00,6.000,6.000,2084.6,1
544,10311.5,-122.9908,38.2403,1.866,3.67,0.000,6.00,6.000,6.000,2101.0,1
545,10313.0,-122.9948,38.2361,1.870,3.71,0.000,6.00,6.000,6.000,2104.9,1
546,10314.4,-122.9881,38.2248,1.863,3.77,0.000,6.00,6.000,6.000,2096.7,1
547,10315.9,-122.9784,38.2141,1.852,3.82,0.000,6.00,6.000,6.000,2085.1,1
548,10317.3,-122.9693,38.2033,1.841,3.89,0.000,6.00,6.000,6.000,2074.6,1
549,10319.0,-122.9649,38.1906,1.832,3.97,0.000,6.00,6.000,6.000,2065.6,1
550,10320.1,-122.9602,38.1794,1.827,4.05,0.000,6.00,6.000,6.000,2060.4,1
551,10321.5,-122.9529,38.1704,1.819,4.11,0.000,6.00,6.000,6.000,2052.3,1
552,10323.8,-122.9500,38.1542,1.817,4.23,0.000,6.00,6.000,6.000,2049.4,1
553,10334.9,-122.9702,38.0964,1.834,4.46,0.000,6.00,6.000,6.000,2065.0,1
554,10340.7,-123.0034,38.0247,1.869,4.67,0.000,6.00,6.000,6.000,2096.9,1
555,10341.2,-123.0188,38.0006,1.875,4.74,0.000,6.00,6.000,6.000,2103.4,1
556,10342.1,-123.0245,37.9975,1.873,4.74,0.000,6.00,6.000,6.000,2102.0,1
557,10342.9,-123.0226,37.9940,1.873,4.76,0.000,6.00,6.000,6.000,2101.3,1
558,10375.4,-123.0098,37.8473,1.873,5.16,0.000,6.00,6.000,6.000,2099.6,1
559,10526.7,-122.4717,37.1677,1.669,3.65,0.000,6.00,6.000,6.000,1889.0,1
560,10527.6,-121.9420,36.6304,1.753,2.22,0.000,6.00,6.000,6.000,1899.0,1
561,10528.6,-121.9446,36.6222,1.756,2.24,0.000,6.00,6.000,6.000,1901.4,1
562,10529.5,-121.9485,36.6140,1.760,2.27,0.000,6.00,6.000,6.000,1904.3,1
563,10530.2,-121.9534,36.6120,1.762,2.29,0.000,6.00,6.000,6.000,1906.1,1
564,10530.7,-121.9581,36.6128,1.763,2.31,0.000,6.00,6.000,6.000,1907.4,1
565,10531.9,-121.9619,36.6060,1.767,2.33,0.000,6.00,6.000,6.000,1910.1,1
566,10532.9,-121.9653,36.5963,1.733,2.36,0.000,6.00,6.000,6.000,1881.7,1
567,10533.7,-121.9669,36.5887,1.736,2.38,0.000,6.00,6.000,6.000,1883.8,1
568,10534.3,-121.9706,36.5848,1.739,2.40,0.000,6.00,6.000,6.000,1885.8,1
569,10534.9,-121.9775,36.5840,1.741,2.43,0.000,6.00,6.000,6.000,1888.4,1
570,10535.9,-121.9796,36.5792,1.743,2.44,0.000,6.00,6.000,6.000,1889.9,1
571,10536.9,-121.9740,36.5718,1.743,2.42,0.000,6.00,6.000,6.000,1889.2,1
572,10538.7,-121.9620,36.5642,1.739,2.36,0.000,6.00,6.000,6.000,1885.6,1
