leg,cum_dist_km,lon,lat,Hs_m,wind_mps,curr_mps,V_service_mps,V_achievable_mps,SOG_mps,brakePower_kW,feasible
280,10381.4,-121.2884,35.6731,1.755,1.83,0.000,6.00,6.000,6.000,1970.0,1
281,10384.8,-121.2702,35.6611,1.747,1.83,0.000,6.00,6.000,6.000,1963.3,1
282,10386.5,-121.2430,35.6547,1.731,1.88,0.000,6.00,6.000,6.000,1950.4,1
283,10390.6,-121.2145,35.6422,1.699,1.92,0.000,6.00,6.000,6.000,1922.2,1
284,10391.0,-121.1933,35.6331,1.688,1.94,0.000,6.00,6.000,6.000,1913.5,1
285,10393.0,-121.1805,35.6354,1.679,1.97,0.000,6.00,6.000,6.000,1905.7,1
286,10397.3,-121.1563,35.6210,1.668,1.95,0.000,6.00,6.000,6.000,1897.4,1
287,10398.5,-121.1371,35.6029,1.663,1.91,0.000,6.00,6.000,6.000,1893.4,1
288,10404.8,-121.1163,35.5752,1.640,1.81,0.000,6.00,6.000,6.000,1874.2,1
289,10409.4,-121.0851,35.5338,1.615,1.65,0.000,6.00,6.000,6.000,1854.2,1
290,10413.7,-121.0526,35.5035,1.607,1.53,0.000,6.00,6.000,6.000,1848.3,1
291,10418.0,-121.0212,35.4749,1.576,1.44,0.000,6.00,6.000,6.000,1824.7,1
292,10423.6,-120.9758,35.4535,1.588,1.39,0.000,6.00,6.000,6.000,1833.1,1
293,10431.8,-120.9086,35.4258,1.589,1.31,0.000,6.00,6.000,6.000,1833.3,1
294,10445.1,-120.8791,35.3456,1.637,0.77,0.000,6.00,6.000,6.000,1871.6,1
295,10446.7,-120.8913,35.2797,1.672,0.35,0.000,6.00,6.000,6.000,1905.4,1
296,10449.3,-120.8966,35.2616,1.683,0.27,0.000,6.00,6.000,6.000,1915.6,1
297,10451.4,-120.8919,35.2418,1.689,0.26,0.000,6.00,6.000,6.000,1919.3,1
298,10452.8,-120.8814,35.2288,1.689,0.30,0.000,6.00,6.000,6.000,1917.3,1
299,10456.1,-120.8632,35.2134,1.686,0.38,0.000,6.00,6.000,6.000,1911.9,1
300,10465.1,-120.8077,35.1816,1.697,0.71,0.000,6.00,6.000,6.000,1918.4,1
301,10465.7,-120.7625,35.1597,1.736,0.99,0.000,6.00,6.000,6.000,1960.0,1
302,10466.3,-120.7574,35.1612,1.734,1.02,0.000,6.00,6.000,6.000,1958.2,1
303,10484.3,-120.6945,35.0991,1.707,1.43,0.000,6.00,6.000,6.000,1931.4,1
304,10496.1,-120.6499,34.9834,1.696,1.94,0.000,6.00,6.000,6.000,1917.1,1
305,10498.9,-120.6695,34.9196,1.711,2.05,0.000,6.00,6.000,6.000,1930.1,1
306,10500.0,-120.6702,34.9032,1.714,2.04,0.000,6.00,6.000,6.000,1932.7,1
307,10502.1,-120.6561,34.8970,1.711,2.03,0.000,6.00,6.000,6.000,1930.3,1
308,10503.9,-120.6424,34.8872,1.708,2.02,0.000,6.00,6.000,6.000,1928.4,1
309,10505.0,-120.6364,34.8753,1.708,2.01,0.000,6.00,6.000,6.000,1928.7,1
310,10506.1,-120.6274,34.8694,1.707,2.01,0.000,6.00,6.000,6.000,1927.3,1
311,10508.8,-120.6198,34.8555,1.706,2.00,0.000,6.00,6.000,6.000,1927.3,1
312,10515.7,-120.6237,34.8128,1.713,2.00,0.000,6.00,6.000,6.000,1933.7,1
313,10518.5,-120.6351,34.7702,1.724,2.01,0.000,6.00,6.000,6.000,1942.0,1
314,10522.7,-120.6286,34.7421,1.725,1.99,0.000,6.00,6.000,6.000,1943.8,1
315,10527.9,-120.6115,34.7025,1.724,1.86,0.000,6.00,6.000,6.000,1944.0,1
316,10534.0,-120.6183,34.6538,1.733,1.75,0.000,6.00,6.000,6.000,1952.2,1
317,10537.2,-120.6363,34.6146,1.746,1.66,0.000,6.00,6.000,6.000,1963.0,1
318,10539.0,-120.6450,34.5933,1.753,1.61,0.000,6.00,6.000,6.000,1968.6,1
319,10540.3,-120.6461,34.5799,1.756,1.59,0.000,6.00,6.000,6.000,1970.8,1
320,10541.8,-120.6405,34.5685,1.755,1.57,0.000,6.00,6.000,6.000,1970.2,1
321,10543.5,-120.6291,34.5578,1.751,1.54,0.000,6.00,6.000,6.000,1967.1,1
322,10549.5,-120.5897,34.5469,1.733,1.54,0.000,6.00,6.000,6.000,1952.3,1
323,10551.6,-120.5471,34.5382,1.712,1.57,0.000,6.00,6.000,6.000,1935.9,1
324,10558.0,-120.5140,34.5133,1.698,1.57,0.000,6.00,6.000,6.000,1924.7,1
325,10562.9,-120.4821,34.4708,1.714,1.51,0.000,6.00,6.000,6.000,1936.4,1
326,10564.8,-120.4634,34.4465,1.709,1.42,0.000,6.00,6.000,6.000,1933.7,1
327,10567.6,-120.4397,34.4471,1.720,1.39,0.000,6.00,6.000,6.000,1942.9,1
328,10631.2,-120.1649,34.2628,1.426,0.80,0.000,6.00,6.000,6.000,1762.5,1
329,10632.8,-119.8958,34.0743,1.147,0.56,0.000,6.00,6.000,6.000,1600.1,1
330,10635.7,-119.8717,34.0724,1.133,0.55,0.000,6.00,6.000,6.000,1593.2,1
331,10637.8,-119.8458,34.0671,1.121,0.56,0.000,6.00,6.000,6.000,1587.2,1
332,10642.2,-119.8115,34.0599,1.105,0.58,0.000,6.00,6.000,6.000,1579.3,1
333,10644.9,-119.7735,34.0560,1.083,0.59,0.000,6.00,6.000,6.000,1568.4,1
334,10646.3,-119.7518,34.0540,1.070,0.60,0.000,6.00,6.000,6.000,1562.0,1
335,10647.5,-119.7382,34.0504,1.064,0.61,0.000,6.00,6.000,6.000,1559.0,1
336,10660.8,-119.6604,34.0491,0.974,0.62,0.000,6.00,6.000,6.000,1516.5,1
337,10663.0,-119.5768,34.0525,0.954,0.61,0.000,6.00,6.000,6.000,1504.5,1
338,10666.4,-119.5487,34.0484,0.905,0.62,0.000,6.00,6.000,6.000,1484.8,1
339,10667.7,-119.5270,34.0379,0.898,0.64,0.000,6.00,6.000,6.000,1481.6,1
340,10675.8,-119.4803,34.0222,0.891,0.68,0.000,6.00,6.000,6.000,1477.9,1
341,10677.3,-119.4314,34.0074,0.901,0.73,0.000,6.00,6.000,6.000,1481.8,1
342,10678.2,-119.4188,34.0055,0.902,0.73,0.000,6.00,6.000,6.000,1482.3,1
343,10680.5,-119.4020,34.0042,0.904,0.74,0.000,6.00,6.000,6.000,1482.7,1
344,10734.3,-119.0985,34.0008,0.915,0.57,0.000,6.00,6.000,6.000,1492.3,1
345,10734.7,-118.8055,34.0002,0.869,1.19,0.000,6.00,6.000,6.000,1472.5,1
346,10735.6,-118.8003,34.0039,0.866,1.22,0.000,6.00,6.000,6.000,1471.3,1
347,10735.9,-118.7952,34.0070,0.864,1.24,0.000,6.00,6.000,6.000,1470.2,1
348,10736.8,-118.7915,34.0109,0.861,1.26,0.000,6.00,6.000,6.000,1469.2,1
349,10737.7,-118.7863,34.0182,0.857,1.29,0.000,6.00,6.000,6.000,1467.4,1
350,10740.3,-118.7698,34.0238,0.851,1.36,0.000,6.00,6.000,6.000,1464.7,1
351,10744.9,-118.7315,34.0276,0.841,1.52,0.000,6.00,6.000,6.000,1460.0,1
352,10747.3,-118.6935,34.0299,0.831,1.67,0.000,6.00,6.000,6.000,1455.7,1
353,10748.9,-118.6734,34.0346,0.825,1.76,0.000,6.00,6.000,6.000,1453.0,1
354,10784.7,-118.5376,33.9185,0.810,2.34,0.000,6.00,6.000,6.000,1446.8,1
355,10786.7,-118.4152,33.7910,0.835,2.57,0.000,6.00,6.000,6.000,1454.2,1
356,10788.0,-118.4247,33.7788,0.841,2.58,0.000,6.00,6.000,6.000,1456.0,1
357,10789.2,-118.4252,33.7688,0.843,2.60,0.000,6.00,6.000,6.000,1456.8,1
358,10791.8,-118.4174,33.7527,0.845,2.61,0.000,6.00,6.000,6.000,1457.1,1
359,10793.0,-118.4067,33.7386,0.845,2.62,0.000,6.00,6.000,6.000,1456.9,1
360,10793.7,-118.3978,33.7361,0.858,2.63,0.000,6.00,6.000,6.000,1461.2,1
361,10795.4,-118.3851,33.7369,0.854,2.63,0.000,6.00,6.000,6.000,1459.4,1
362,10797.7,-118.3654,33.7317,0.849,2.64,0.000,6.00,6.000,6.000,1457.2,1
363,10801.4,-118.3362,33.7201,0.858,2.65,0.000,6.00,6.000,6.000,1459.8,1
364,10804.1,-118.3044,33.7086,0.850,2.71,0.000,6.00,6.000,6.000,1456.7,1
365,10805.6,-118.2837,33.7055,0.860,2.75,0.000,6.00,6.000,6.000,1459.7,1
366,10808.5,-118.2608,33.7113,0.851,2.79,0.000,6.00,6.000,6.000,1456.1,1
367,10813.4,-118.2240,33.7271,0.903,2.88,0.000,6.00,6.000,6.000,1466.1,1
368,10814.6,-118.1977,33.7355,0.897,2.97,0.000,6.00,6.000,6.000,1462.5,1
369,10815.3,-118.1890,33.7321,0.899,2.99,0.000,6.00,6.000,6.000,1462.5,1
370,10816.3,-118.1859,33.7369,0.896,3.01,0.000,6.00,6.000,6.000,1461.3,1
371,10817.6,-118.1896,33.7469,0.891,3.03,0.000,6.00,6.000,6.000,1459.3,1
372,10819.1,-118.1957,33.7582,0.912,3.05,0.000,6.00,6.000,6.000,1466.2,1
