leg,cum_dist_km,lon,lat,Hs_m,wind_mps,curr_mps,V_service_mps,V_achievable_mps,SOG_mps,brakePower_kW,feasible
401,9844.9,-124.4361,43.0655,1.928,3.43,0.000,6.00,6.000,6.000,2224.8,1
402,9852.2,-124.4506,43.0246,1.916,3.16,0.000,6.00,6.000,6.000,2209.6,1
403,9859.6,-124.4781,42.9614,1.914,2.75,0.000,6.00,6.000,6.000,2203.3,1
404,9871.9,-124.5296,42.8819,1.901,2.42,0.000,6.00,6.000,6.000,2184.6,1
405,9874.9,-124.5528,42.8251,1.900,2.24,0.000,6.00,6.000,6.000,2181.3,1
406,9876.4,-124.5355,42.8101,1.892,2.14,0.000,6.00,6.000,6.000,2173.1,1
407,9882.7,-124.5235,42.7763,1.881,2.03,0.000,6.00,6.000,6.000,2162.6,1
408,9884.2,-124.5102,42.7426,1.870,1.97,0.000,6.00,6.000,6.000,2151.0,1
409,9885.4,-124.4987,42.7371,1.884,1.96,0.000,6.00,6.000,6.000,2166.5,1
410,9889.8,-124.4793,42.7201,1.874,1.98,0.000,6.00,6.000,6.000,2155.2,1
411,9891.8,-124.4606,42.6947,1.862,2.02,0.000,6.00,6.000,6.000,2141.4,1
412,9893.3,-124.4477,42.6825,1.875,2.04,0.000,6.00,6.000,6.000,2154.6,1
413,9894.7,-124.4335,42.6748,1.879,2.04,0.000,6.00,6.000,6.000,2153.9,1
414,9898.0,-124.4174,42.6582,1.889,2.06,0.000,6.00,6.000,6.000,2156.4,1
415,9903.5,-124.4060,42.6200,1.916,2.12,0.000,6.00,6.000,6.000,2165.7,1
416,9904.7,-124.4008,42.5902,1.938,2.17,0.000,6.00,6.000,6.000,2173.0,1
417,9910.5,-124.4005,42.5592,1.963,2.22,0.000,6.00,6.000,6.000,2181.9,1
418,9915.4,-124.4117,42.5120,2.009,2.34,0.000,6.00,6.000,6.000,2199.0,1
419,9921.4,-124.4302,42.4651,2.042,2.46,0.000,6.00,6.000,6.000,2222.2,1
