route,basin,lengthClass,date,season,year,distKm,speedMps,geoFuelKg,gcFuelKg,calmPathRealFuelKg,realFuelKg,benefitKg,benefitPct,meshFuelKg,meshGainPct,currentEffectPct,wps,fetchS,routeS,status,speedOptFuelKg,speedOptDurationH,speedOptMeanMps,meshSpeedOptFuelKg,meshSpeedOptDurationH,meshSpeedOptMeanMps,calmSpeedOptFuelKg,awareSpeedOptFuelKg,etaSlack,speedSet,speedOptCostUSD,meshSpeedOptCostUSD,calmSpeedOptCostUSD,awareSpeedOptCostUSD
Santos->Paranagua,SAtlantic,coastal,2022-07-15,JJA,2022,280.4,6.0,NA,NA,15563.9,NA,NA,NA,15563.9,NA,NA,17,0.2,68.5,ok,NA,NA,NA,14721.1,15.886,5.770,14524.0,14721.1,0.050,5.0|5.5|6.0|6.5|7.0,NA,7581.36,7479.88,7581.36
Santos->Paranagua,SAtlantic,coastal,2022-10-15,SON,2022,280.4,6.0,NA,NA,17990.0,NA,NA,NA,17990.0,NA,NA,17,0.2,69.0,ok,NA,NA,NA,17103.3,15.886,5.770,16900.9,17103.3,0.050,5.0|5.5|6.0|6.5|7.0,NA,8808.18,8703.98,8808.18
Santos->Paranagua,SAtlantic,coastal,2023-01-15,DJF,2023,280.4,6.0,NA,NA,13965.4,NA,NA,NA,13965.4,NA,NA,17,0.1,76.5,ok,NA,NA,NA,13098.7,15.886,5.770,12904.2,13098.7,0.050,5.0|5.5|6.0|6.5|7.0,NA,6745.82,6645.65,6745.82
Santos->Paranagua,SAtlantic,coastal,2023-04-15,MAM,2023,280.4,6.0,NA,NA,19235.0,NA,NA,NA,19235.0,NA,NA,17,0.2,87.9,ok,NA,NA,NA,18250.3,15.886,5.770,18008.2,18250.3,0.050,5.0|5.5|6.0|6.5|7.0,NA,9398.89,9274.22,9398.89
Santos->Paranagua,SAtlantic,coastal,2023-07-15,JJA,2023,280.4,6.0,NA,NA,20801.5,NA,NA,NA,20801.5,NA,NA,17,0.2,71.0,ok,NA,NA,NA,19869.4,15.932,5.753,19734.6,19869.4,0.050,5.0|5.5|6.0|6.5|7.0,NA,10232.74,10163.30,10232.74
Santos->Paranagua,SAtlantic,coastal,2023-10-15,SON,2023,280.4,6.0,NA,NA,18626.8,NA,NA,NA,18626.8,NA,NA,17,0.1,77.6,ok,NA,NA,NA,17675.6,15.886,5.770,17441.2,17675.6,0.050,5.0|5.5|6.0|6.5|7.0,NA,9102.96,8982.21,9102.96
NewYork->Boston,NWAtlantic,coastal,2022-01-15,DJF,2022,306.9,6.0,NA,17649.6,43747.4,NA,NA,NA,43747.4,NA,NA,32,0.1,270.0,ok,NA,NA,NA,42216.9,35.041,5.758,41571.3,42216.9,0.050,5.0|5.5|6.0|6.5|7.0,NA,26899.13,26389.12,26899.13
NewYork->Boston,NWAtlantic,coastal,2022-04-15,MAM,2022,306.9,6.0,NA,10851.3,29491.8,NA,NA,NA,29491.8,NA,NA,32,0.1,268.2,ok,NA,NA,NA,27487.1,35.186,5.734,27332.5,27487.1,0.050,5.0|5.5|6.0|6.5|7.0,NA,17771.79,17696.61,17771.79
NewYork->Boston,NWAtlantic,coastal,2022-07-15,JJA,2022,306.9,6.0,NA,10482.7,26814.7,NA,NA,NA,26814.7,NA,NA,32,0.1,269.2,ok,NA,NA,NA,25004.3,35.091,5.750,24723.1,25004.3,0.050,5.0|5.5|6.0|6.5|7.0,NA,16305.30,16011.36,16305.30
NewYork->Boston,NWAtlantic,coastal,2022-10-15,SON,2022,306.9,6.0,NA,10903.1,31975.3,NA,NA,NA,31975.3,NA,NA,32,0.1,263.8,ok,NA,NA,NA,29478.8,35.300,5.716,29562.6,29478.8,0.050,5.0|5.5|6.0|6.5|7.0,NA,18774.33,18817.97,18774.33
NewYork->Boston,NWAtlantic,coastal,2023-01-15,DJF,2023,306.9,6.0,NA,15463.8,NA,NA,NA,NA,57486.5,NA,NA,34,0.1,265.5,ok,NA,NA,NA,55018.4,45.608,5.747,48308.7,55018.4,0.050,5.0|5.5|6.0|6.5|7.0,NA,36027.57,32022.48,36027.57
NewYork->Boston,NWAtlantic,coastal,2023-04-15,MAM,2023,306.9,6.0,NA,10723.3,28853.1,NA,NA,NA,28853.1,NA,NA,32,0.1,264.3,ok,NA,NA,NA,26610.5,35.228,5.727,26536.9,26610.5,0.050,5.0|5.5|6.0|6.5|7.0,NA,17144.96,16958.27,17144.96
NewYork->Boston,NWAtlantic,coastal,2023-07-15,JJA,2023,306.9,6.0,NA,10989.5,29586.2,NA,NA,NA,29586.2,NA,NA,32,0.1,262.2,ok,NA,NA,NA,27463.0,35.228,5.727,27366.3,27463.0,0.050,5.0|5.5|6.0|6.5|7.0,NA,17861.99,17660.11,17861.99
NewYork->Boston,NWAtlantic,coastal,2023-10-15,SON,2023,306.9,6.0,NA,13248.8,37274.1,NA,NA,NA,37274.1,NA,NA,32,0.1,262.8,ok,NA,NA,NA,35443.2,35.186,5.734,35147.7,35443.2,0.050,5.0|5.5|6.0|6.5|7.0,NA,22642.71,22492.65,22642.71
Brisbane->Newcastle,Tasman,regional,2022-01-15,DJF,2022,617.1,6.0,33234.9,20728.1,29983.4,29892.6,90.7,0.30,NA,NA,NA,127,0.2,43.3,ok,28035.4,34.171,5.720,NA,NA,NA,28079.2,28035.4,0.050,5.0|5.5|6.0|6.5|7.0,14438.21,NA,14460.80,14438.21
Brisbane->Newcastle,Tasman,regional,2022-04-15,MAM,2022,617.1,6.0,39426.0,20157.8,36163.1,35822.4,340.7,0.94,NA,NA,NA,124,0.2,40.4,ok,33854.4,34.207,5.719,NA,NA,NA,34100.6,33854.4,0.050,5.0|5.5|6.0|6.5|7.0,17435.02,NA,17561.82,17435.02
Brisbane->Newcastle,Tasman,regional,2022-07-15,JJA,2022,617.1,6.0,35618.4,20412.0,33526.2,32833.4,692.8,2.07,NA,NA,NA,124,0.2,43.1,ok,30367.1,34.219,5.715,NA,NA,NA,31128.1,30367.1,0.050,5.0|5.5|6.0|6.5|7.0,15639.04,NA,16031.00,15639.04
Brisbane->Newcastle,Tasman,regional,2022-10-15,SON,2022,617.1,6.0,32712.6,20438.9,29946.9,29763.5,183.5,0.61,NA,NA,NA,124,0.2,40.1,ok,27681.8,34.200,5.715,NA,NA,NA,27828.8,27681.8,0.050,5.0|5.5|6.0|6.5|7.0,14256.11,NA,14331.84,14256.11
Brisbane->Newcastle,Tasman,regional,2023-01-15,DJF,2023,617.1,6.0,30042.6,20509.4,27185.2,27140.6,44.5,0.16,NA,NA,NA,126,0.1,40.6,ok,25163.9,34.185,5.717,NA,NA,NA,25124.2,25163.9,0.050,5.0|5.5|6.0|6.5|7.0,12959.40,NA,12938.94,12959.40
Brisbane->Newcastle,Tasman,regional,2023-04-15,MAM,2023,617.1,6.0,32322.4,20604.5,28784.2,28699.4,84.7,0.29,NA,NA,NA,127,0.2,44.9,ok,26946.2,34.198,5.716,NA,NA,NA,27008.1,26946.2,0.050,5.0|5.5|6.0|6.5|7.0,13877.32,NA,13909.19,13877.32
Brisbane->Newcastle,Tasman,regional,2023-07-15,JJA,2023,617.1,6.0,29744.3,20248.7,26769.2,26741.4,27.8,0.10,NA,NA,NA,124,0.2,36.0,ok,24877.5,34.176,5.717,NA,NA,NA,24791.8,24877.5,0.050,5.0|5.5|6.0|6.5|7.0,12811.90,NA,12767.76,12811.90
Brisbane->Newcastle,Tasman,regional,2023-10-15,SON,2023,617.1,6.0,37225.7,20282.3,29368.5,29317.4,51.1,0.17,NA,NA,NA,125,0.1,36.7,ok,29317.4,32.571,6.000,NA,NA,NA,29564.5,29317.4,0.050,5.0|5.5|6.0|6.5|7.0,15098.44,NA,15225.73,15098.44
Rotterdam->Algeciras,NEAtlantic,regional,2022-01-15,DJF,2022,1921.4,6.0,145093.3,57750.1,117101.9,117091.9,10.0,0.01,113583.2,3.00,NA,321,0.7,285.3,ok,NA,NA,NA,106169.1,129.989,5.716,107389.8,106169.1,0.050,5.0|5.5|6.0|6.5|7.0,NA,64422.33,63254.93,64422.33
Rotterdam->Algeciras,NEAtlantic,regional,2022-04-15,MAM,2022,1921.4,6.0,162612.4,57441.9,155882.6,155813.4,69.2,0.04,135777.5,12.86,NA,326,0.7,282.8,ok,NA,NA,NA,135777.5,123.468,6.000,139963.9,135777.5,0.050,5.0|5.5|6.0|6.5|7.0,NA,79526.25,79783.57,79526.25
Rotterdam->Algeciras,NEAtlantic,regional,2022-07-15,JJA,2022,1921.4,6.0,145020.1,58946.3,117393.6,117373.3,20.2,0.02,100640.3,14.26,NA,321,0.5,288.7,ok,NA,NA,NA,94794.2,130.402,5.719,113766.6,94794.2,0.050,5.0|5.5|6.0|6.5|7.0,NA,57590.63,65876.61,57590.63
Rotterdam->Algeciras,NEAtlantic,regional,2022-10-15,SON,2022,1921.4,6.0,NA,56354.2,NA,NA,NA,NA,177302.3,NA,NA,232,0.5,316.2,ok,NA,NA,NA,170815.4,132.544,5.716,NA,170815.4,0.050,5.0|5.5|6.0|6.5|7.0,NA,102765.56,NA,102765.56
Rotterdam->Algeciras,NEAtlantic,regional,2023-01-15,DJF,2023,1921.4,6.0,NA,56053.4,NA,189340.0,NA,NA,187852.0,0.79,NA,990,0.7,285.3,ok,NA,NA,NA,170524.9,219.575,5.716,NA,170524.9,0.050,5.0|5.5|6.0|6.5|7.0,NA,105374.14,NA,105374.14
Rotterdam->Algeciras,NEAtlantic,regional,2023-04-15,MAM,2023,1921.4,6.0,165693.3,58695.1,131608.2,131525.9,82.3,0.06,125031.6,4.94,NA,325,0.7,265.8,ok,NA,NA,NA,117240.8,131.842,5.715,123268.9,117240.8,0.050,5.0|5.5|6.0|6.5|7.0,NA,69221.39,70871.29,69221.39
Rotterdam->Algeciras,NEAtlantic,regional,2023-07-15,JJA,2023,1921.4,6.0,164919.7,58290.2,134103.2,134015.5,87.6,0.07,124302.4,7.25,NA,324,0.7,266.2,ok,NA,NA,NA,116110.8,131.340,5.716,126344.1,116110.8,0.050,5.0|5.5|6.0|6.5|7.0,NA,73177.48,78283.17,73177.48
Rotterdam->Algeciras,NEAtlantic,regional,2023-10-15,SON,2023,1921.4,6.0,NA,56709.2,NA,NA,NA,NA,NA,NA,NA,NA,0.7,206.8,route_invalid,NA,NA,NA,NA,NA,NA,NA,NA,0.050,5.0|5.5|6.0|6.5|7.0,NA,NA,NA,NA
Colombo->Jeddah,Indian,basin,2022-01-15,DJF,2022,4658.2,6.0,212574.5,175554.2,208249.4,208212.8,36.6,0.02,200147.5,3.87,NA,284,2.6,165.6,ok,NA,NA,NA,186899.6,258.111,5.716,193883.4,186899.6,0.050,5.0|5.5|6.0|6.5|7.0,NA,96253.30,99849.93,96253.30
Colombo->Jeddah,Indian,basin,2022-04-15,MAM,2022,4658.2,6.0,217726.0,162224.1,213278.4,213166.1,112.3,0.05,205007.9,3.83,NA,283,2.5,181.5,ok,NA,NA,NA,190322.3,257.040,5.715,198544.9,190322.3,0.050,5.0|5.5|6.0|6.5|7.0,NA,98015.98,102250.64,98015.98
Colombo->Jeddah,Indian,basin,2022-07-15,JJA,2022,4658.2,6.0,NA,NA,NA,NA,NA,NA,354063.9,NA,NA,217,2.6,131.7,ok,NA,NA,NA,329217.5,269.163,5.717,NA,329217.5,0.050,5.0|5.5|6.0|6.5|7.0,NA,169546.99,NA,169546.99
Colombo->Jeddah,Indian,basin,2022-10-15,SON,2022,4658.2,6.0,264038.1,163780.9,260217.9,259927.9,290.0,0.11,213400.2,17.90,NA,288,2.6,135.7,ok,NA,NA,NA,198412.1,263.415,5.715,251778.0,198412.1,0.050,5.0|5.5|6.0|6.5|7.0,NA,102182.22,129665.65,102182.22
Colombo->Jeddah,Indian,basin,2023-01-15,DJF,2023,4658.2,6.0,239449.6,173566.7,235020.4,234883.9,136.5,0.06,226434.2,3.60,NA,290,1.9,131.6,ok,NA,NA,NA,208350.8,267.346,5.718,220610.3,208350.8,0.050,5.0|5.5|6.0|6.5|7.0,NA,107300.65,113614.29,107300.65
Colombo->Jeddah,Indian,basin,2023-04-15,MAM,2023,4658.2,6.0,211901.2,166297.3,207599.5,207531.8,67.7,0.03,203872.2,1.76,NA,286,1.8,183.5,ok,NA,NA,NA,188465.3,258.564,5.716,192493.7,188465.3,0.050,5.0|5.5|6.0|6.5|7.0,NA,97059.62,99134.26,97059.62
Colombo->Jeddah,Indian,basin,2023-07-15,JJA,2023,4658.2,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,91.0,route_invalid,NA,NA,NA,NA,NA,NA,NA,NA,0.050,5.0|5.5|6.0|6.5|7.0,NA,NA,NA,NA
Colombo->Jeddah,Indian,basin,2023-10-15,SON,2023,4658.2,6.0,205456.6,209601.2,201647.4,201599.3,48.0,0.02,197944.6,1.81,NA,284,3.0,127.0,ok,NA,NA,NA,186154.9,253.346,5.776,185139.9,186154.9,0.050,5.0|5.5|6.0|6.5|7.0,NA,95869.75,95347.02,95869.75
Singapore->Busan,WPacific,basin,2022-01-15,DJF,2022,4568.6,6.0,264213.5,318257.6,264125.8,263988.5,137.3,0.05,247382.0,6.29,NA,116,2.6,693.1,ok,NA,NA,NA,233315.4,243.037,5.715,246869.8,233315.4,0.050,5.0|5.5|6.0|6.5|7.0,NA,120157.45,127137.97,120157.45
Singapore->Busan,WPacific,basin,2022-04-15,MAM,2022,4568.6,6.0,183194.8,223116.0,182729.9,182674.7,55.2,0.03,181927.9,0.41,NA,115,2.0,587.7,ok,NA,NA,NA,178487.2,234.905,5.718,180080.0,178487.2,0.050,5.0|5.5|6.0|6.5|7.0,NA,91920.92,92741.21,91920.92
Singapore->Busan,WPacific,basin,2022-07-15,JJA,2022,4568.6,6.0,185568.2,180319.9,185338.5,185324.5,14.1,0.01,185124.8,0.11,NA,112,2.7,643.1,ok,NA,NA,NA,170843.7,231.376,5.787,165527.2,170843.7,0.050,5.0|5.5|6.0|6.5|7.0,NA,87984.52,85246.48,87984.52
Singapore->Busan,WPacific,basin,2022-10-15,SON,2022,4568.6,6.0,250787.5,NA,251179.3,251012.5,166.8,0.07,244689.1,2.52,NA,112,2.8,675.0,ok,NA,NA,NA,222711.5,269.869,5.714,253545.8,222711.5,0.050,5.0|5.5|6.0|6.5|7.0,NA,114696.43,130576.07,114696.43
Singapore->Busan,WPacific,basin,2023-01-15,DJF,2023,4568.6,6.0,NA,311252.3,NA,NA,NA,NA,268575.0,NA,NA,216,2.8,907.1,ok,NA,NA,NA,NA,NA,NA,NA,NA,0.050,5.0|5.5|6.0|6.5|7.0,NA,NA,NA,NA
Singapore->Busan,WPacific,basin,2023-04-15,MAM,2023,4568.6,6.0,185230.6,195675.5,184919.7,184904.4,15.3,0.01,185897.8,-0.54,NA,113,2.9,659.7,ok,NA,NA,NA,170699.8,232.083,5.720,170188.3,170699.8,0.050,5.0|5.5|6.0|6.5|7.0,NA,87910.41,87647.00,87910.41
Singapore->Busan,WPacific,basin,2023-07-15,JJA,2023,4568.6,6.0,249033.2,222163.3,248580.2,248561.9,18.3,0.01,203218.6,18.24,NA,113,2.8,626.6,ok,NA,NA,NA,186750.5,253.200,5.714,225563.8,186750.5,0.050,5.0|5.5|6.0|6.5|7.0,NA,96176.52,116165.35,96176.52
Singapore->Busan,WPacific,basin,2023-10-15,SON,2023,4568.6,6.0,195886.0,223244.3,195344.8,195310.2,34.6,0.02,190856.9,2.28,NA,114,3.0,660.6,ok,NA,NA,NA,180754.5,231.752,5.718,186642.2,180754.5,0.050,5.0|5.5|6.0|6.5|7.0,NA,93088.59,96120.75,93088.59
Rotterdam->NewYork,NAtlantic,ocean,2022-01-15,DJF,2022,5870.2,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,555.3,route_invalid,NA,NA,NA,NA,NA,NA,NA,NA,0.050,5.0|5.5|6.0|6.5|7.0,NA,NA,NA,NA
Rotterdam->NewYork,NAtlantic,ocean,2022-04-15,MAM,2022,5870.2,6.0,379900.8,NA,363404.5,360365.1,3039.4,0.84,361089.4,-0.20,NA,282,5.4,896.4,ok,NA,NA,NA,361089.4,318.532,6.000,376533.0,361089.4,0.050,5.0|5.5|6.0|6.5|7.0,NA,208081.54,217980.41,208081.54
Rotterdam->NewYork,NAtlantic,ocean,2022-07-15,JJA,2022,5870.2,6.0,453087.3,343226.2,446755.7,446447.2,308.5,0.07,330607.6,25.95,NA,282,7.5,910.2,ok,NA,NA,NA,311238.8,329.788,5.714,436769.8,311238.8,0.050,5.0|5.5|6.0|6.5|7.0,NA,179123.27,246502.90,179123.27
Rotterdam->NewYork,NAtlantic,ocean,2022-10-15,SON,2022,5870.2,6.0,402450.7,464609.8,393757.6,392371.4,1386.2,0.35,366772.0,6.52,NA,281,5.4,879.9,ok,NA,NA,NA,362144.3,350.163,5.714,408007.0,362144.3,0.050,5.0|5.5|6.0|6.5|7.0,NA,212837.75,249910.23,212837.75
Rotterdam->NewYork,NAtlantic,ocean,2023-01-15,DJF,2023,5870.2,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,565.0,route_invalid,NA,NA,NA,NA,NA,NA,NA,NA,0.050,5.0|5.5|6.0|6.5|7.0,NA,NA,NA,NA
Rotterdam->NewYork,NAtlantic,ocean,2023-04-15,MAM,2023,5870.2,6.0,495351.3,703576.5,474633.6,472396.4,2237.2,0.47,369139.0,21.86,NA,245,7.8,894.1,ok,NA,NA,NA,NA,NA,NA,453861.0,NA,0.050,5.0|5.5|6.0|6.5|7.0,NA,NA,250594.23,NA
Rotterdam->NewYork,NAtlantic,ocean,2023-07-15,JJA,2023,5870.2,6.0,369224.1,219837.8,355725.3,353370.0,2355.4,0.66,299112.0,15.35,NA,281,7.8,839.8,ok,NA,NA,NA,288340.4,335.734,5.714,346274.0,288340.4,0.050,5.0|5.5|6.0|6.5|7.0,NA,175737.20,216888.93,175737.20
Rotterdam->NewYork,NAtlantic,ocean,2023-10-15,SON,2023,5870.2,6.0,NA,731159.7,NA,NA,NA,NA,438822.2,NA,NA,390,7.9,1074.3,ok,NA,NA,NA,438822.2,370.558,6.000,NA,438822.2,0.050,5.0|5.5|6.0|6.5|7.0,NA,253345.32,NA,253345.32
Santos->CapeTown,SAtlantic,ocean,2022-01-15,DJF,2022,6305.7,6.0,368647.3,749241.0,364304.9,364303.5,1.3,0.00,364967.9,-0.18,NA,39,13.6,72.4,ok,NA,NA,NA,312215.2,314.326,5.727,321898.3,312215.2,0.050,5.0|5.5|6.0|6.5|7.0,NA,160790.81,165777.60,160790.81
Santos->CapeTown,SAtlantic,ocean,2022-04-15,MAM,2022,6305.7,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0,38.6,route_invalid,NA,NA,NA,NA,NA,NA,NA,NA,0.050,5.0|5.5|6.0|6.5|7.0,NA,NA,NA,NA
Santos->CapeTown,SAtlantic,ocean,2022-07-15,JJA,2022,6305.7,6.0,415292.4,330753.8,399831.7,399829.5,2.1,0.00,400581.9,-0.19,NA,39,15.5,64.3,ok,NA,NA,NA,400581.9,300.047,6.000,449586.1,400581.9,0.050,5.0|5.5|6.0|6.5|7.0,NA,206299.68,231536.84,206299.68
Santos->CapeTown,SAtlantic,ocean,2022-10-15,SON,2022,6305.7,6.0,379786.8,494398.5,371295.9,371290.6,5.3,0.00,372214.9,-0.25,NA,39,14.7,61.9,ok,NA,NA,NA,331827.4,314.738,5.720,420878.5,331827.4,0.050,5.0|5.5|6.0|6.5|7.0,NA,170891.12,216752.42,170891.12
Santos->CapeTown,SAtlantic,ocean,2023-01-15,DJF,2023,6305.7,6.0,442094.8,304203.5,450901.3,450900.0,1.3,0.00,393247.9,12.79,NA,39,13.5,64.4,ok,NA,NA,NA,384041.7,338.439,5.720,343490.2,384041.7,0.050,5.0|5.5|6.0|6.5|7.0,NA,197781.46,176897.44,197781.46
Santos->CapeTown,SAtlantic,ocean,2023-04-15,MAM,2023,6305.7,6.0,NA,290598.7,NA,NA,NA,NA,437746.6,NA,NA,112,14.9,65.9,ok,NA,NA,NA,434796.8,340.876,5.721,446598.7,434796.8,0.050,5.0|5.5|6.0|6.5|7.0,NA,223920.37,229998.35,223920.37
Santos->CapeTown,SAtlantic,ocean,2023-07-15,JJA,2023,6305.7,6.0,NA,515833.2,NA,NA,NA,NA,NA,NA,NA,NA,15.2,60.0,route_invalid,NA,NA,NA,NA,NA,NA,NA,NA,0.050,5.0|5.5|6.0|6.5|7.0,NA,NA,NA,NA
Santos->CapeTown,SAtlantic,ocean,2023-10-15,SON,2023,6305.7,6.0,324699.3,344058.4,321999.1,321999.1,0.0,0.00,322666.2,-0.21,NA,38,13.9,59.4,ok,NA,NA,NA,296429.6,313.289,5.746,307037.3,296429.6,0.050,5.0|5.5|6.0|6.5|7.0,NA,152661.25,158124.23,152661.25
CapeTown->Mumbai,Indian,ocean,2022-01-15,DJF,2022,8228.6,6.0,427325.4,384358.5,429766.3,428818.0,948.3,0.22,412945.2,3.70,NA,291,589.5,148.6,ok,NA,NA,NA,384339.6,430.769,5.715,383793.6,384339.6,0.050,5.0|5.5|6.0|6.5|7.0,NA,197934.88,197653.73,197934.88
CapeTown->Mumbai,Indian,ocean,2022-04-15,MAM,2022,8228.6,6.0,555448.5,315149.4,484900.0,484458.2,441.8,0.09,436600.5,9.88,NA,293,654.2,148.8,ok,NA,NA,NA,416830.7,438.646,5.715,524717.0,416830.7,0.050,5.0|5.5|6.0|6.5|7.0,NA,214667.79,270229.28,214667.79
CapeTown->Mumbai,Indian,ocean,2022-07-15,JJA,2022,8228.6,6.0,NA,678486.4,NA,NA,NA,NA,NA,NA,NA,NA,689.9,83.6,route_invalid,NA,NA,NA,NA,NA,NA,NA,NA,0.050,5.0|5.5|6.0|6.5|7.0,NA,NA,NA,NA
CapeTown->Mumbai,Indian,ocean,2022-10-15,SON,2022,8228.6,6.0,467714.2,427891.6,NA,NA,NA,NA,459896.4,NA,NA,307,624.8,104.0,ok,NA,NA,NA,428764.6,452.208,5.717,433546.6,428764.6,0.050,5.0|5.5|6.0|6.5|7.0,NA,220813.77,223276.48,220813.77
CapeTown->Mumbai,Indian,ocean,2023-01-15,DJF,2023,8228.6,6.0,444398.2,355242.5,419363.8,418974.6,389.2,0.09,413011.5,1.42,NA,297,545.0,144.3,ok,NA,NA,NA,413011.5,416.140,6.000,410310.3,413011.5,0.050,5.0|5.5|6.0|6.5|7.0,NA,212700.93,211309.83,212700.93
CapeTown->Mumbai,Indian,ocean,2023-04-15,MAM,2023,8228.6,6.0,NA,372865.8,NA,NA,NA,NA,NA,NA,NA,NA,643.7,82.6,route_invalid,NA,NA,NA,NA,NA,NA,NA,NA,0.050,5.0|5.5|6.0|6.5|7.0,NA,NA,NA,NA
CapeTown->Mumbai,Indian,ocean,2023-07-15,JJA,2023,8228.6,6.0,512610.3,599628.6,499050.6,496989.3,2061.3,0.41,472384.2,4.95,NA,295,679.9,371.0,ok,NA,NA,NA,450001.0,444.741,5.715,474765.8,450001.0,0.050,5.0|5.5|6.0|6.5|7.0,NA,231750.53,244504.37,231750.53
CapeTown->Mumbai,Indian,ocean,2023-10-15,SON,2023,8228.6,6.0,452729.5,526111.9,427855.9,426441.8,1414.1,0.33,409252.2,4.03,NA,290,646.1,111.0,ok,NA,NA,NA,382481.4,432.100,5.716,416579.0,382481.4,0.050,5.0|5.5|6.0|6.5|7.0,NA,196977.94,214538.20,196977.94
Yokohama->LongBeach,NPacific,ocean,2022-01-15,DJF,2022,8876.5,6.0,NA,263282.6,NA,NA,NA,NA,NA,NA,NA,NA,517.9,433.5,route_invalid,NA,NA,NA,NA,NA,NA,NA,NA,0.050,5.0|5.5|6.0|6.5|7.0,NA,NA,NA,NA
Yokohama->LongBeach,NPacific,ocean,2022-04-15,MAM,2022,8876.5,6.0,NA,263282.6,NA,695521.5,NA,NA,677381.6,2.61,NA,639,585.1,836.0,ok,NA,NA,NA,677381.6,511.917,6.000,NA,677381.6,0.050,5.0|5.5|6.0|6.5|7.0,NA,378236.49,NA,378236.49
