route,basin,lengthClass,date,season,year,distKm,speedMps,geoFuelKg,gcFuelKg,calmPathRealFuelKg,realFuelKg,benefitKg,benefitPct,meshFuelKg,meshGainPct,currentEffectPct,wps,fetchS,routeS,status,speedOptFuelKg,speedOptDurationH,speedOptMeanMps,meshSpeedOptFuelKg,meshSpeedOptDurationH,meshSpeedOptMeanMps,calmSpeedOptFuelKg,awareSpeedOptFuelKg,etaSlack,speedSet,speedOptCostUSD,meshSpeedOptCostUSD,calmSpeedOptCostUSD,awareSpeedOptCostUSD
Yokohama->LongBeach,NPacific,ocean,2023-04-15,MAM,2023,8876.5,6.0,1122121.4,341012.7,NA,816017.9,NA,NA,881571.4,-8.03,NA,629,623.6,750.6,ok,NA,NA,NA,824435.8,539.434,5.715,NA,824435.8,0.050,5.0|5.5|6.0|6.5|7.0,NA,465811.63,NA,465811.63
Yokohama->LongBeach,NPacific,ocean,2023-07-15,JJA,2023,8876.5,6.0,621291.0,341012.7,595754.2,594560.0,1194.2,0.20,601162.9,-1.11,NA,457,603.3,689.1,ok,NA,NA,NA,582388.6,517.822,5.716,584548.0,582388.6,0.050,5.0|5.5|6.0|6.5|7.0,NA,323923.99,331629.36,323923.99
Yokohama->LongBeach,NPacific,ocean,2023-10-15,SON,2023,8876.5,6.0,897460.6,341012.7,836993.5,836351.1,642.4,0.08,816235.2,2.41,NA,385,585.7,757.2,ok,NA,NA,NA,816235.2,500.410,6.000,1128597.2,816235.2,0.050,5.0|5.5|6.0|6.5|7.0,NA,453171.79,614619.43,453171.79
NewYork->Colon,NWAtlantic,basin,2022-01-15,DJF,2022,3523.0,6.0,NA,186110.7,NA,NA,NA,NA,390269.7,NA,NA,121,1.5,778.8,ok,NA,NA,NA,359835.8,202.997,5.719,NA,359835.8,0.050,5.0|5.5|6.0|6.5|7.0,NA,197559.14,NA,197559.14
NewYork->Colon,NWAtlantic,basin,2022-04-15,MAM,2022,3523.0,6.0,210636.7,187215.6,206657.1,206599.6,57.6,0.03,195759.8,5.25,NA,126,0.9,542.2,ok,NA,NA,NA,183561.4,190.616,5.720,191253.1,183561.4,0.050,5.0|5.5|6.0|6.5|7.0,NA,105294.98,98495.34,105294.98
NewYork->Colon,NWAtlantic,basin,2022-07-15,JJA,2022,3523.0,6.0,247445.3,199596.2,240129.5,240016.5,113.0,0.05,224122.1,6.62,NA,126,0.9,531.3,ok,NA,NA,NA,211270.4,190.339,5.725,222909.7,211270.4,0.050,5.0|5.5|6.0|6.5|7.0,NA,108804.28,114798.50,108804.28
NewYork->Colon,NWAtlantic,basin,2022-10-15,SON,2022,3523.0,6.0,199965.6,158996.8,196387.8,196335.0,52.8,0.03,188034.5,4.23,NA,123,1.3,556.3,ok,NA,NA,NA,175089.3,185.885,5.717,182161.2,175089.3,0.050,5.0|5.5|6.0|6.5|7.0,NA,98723.35,93813.02,98723.35
NewYork->Colon,NWAtlantic,basin,2023-01-15,DJF,2023,3523.0,6.0,359027.2,156549.2,351272.2,350942.0,330.3,0.09,261613.7,25.45,NA,128,1.2,652.6,ok,NA,NA,NA,252991.0,197.489,5.714,332287.3,252991.0,0.050,5.0|5.5|6.0|6.5|7.0,NA,142984.42,171127.98,142984.42
NewYork->Colon,NWAtlantic,basin,2023-04-15,MAM,2023,3523.0,6.0,216035.3,177058.1,212139.9,211829.9,309.9,0.15,202756.4,4.28,NA,127,0.9,560.8,ok,NA,NA,NA,188905.2,190.302,5.716,203113.6,188905.2,0.050,5.0|5.5|6.0|6.5|7.0,NA,106631.71,104603.48,106631.71
NewYork->Colon,NWAtlantic,basin,2023-07-15,JJA,2023,3523.0,6.0,276797.7,181470.2,272879.9,272350.8,529.1,0.19,244055.3,10.39,NA,130,1.3,560.3,ok,NA,NA,NA,235547.3,190.902,5.715,257423.7,235547.3,0.050,5.0|5.5|6.0|6.5|7.0,NA,130307.57,132573.19,130307.57
NewYork->Colon,NWAtlantic,basin,2023-10-15,SON,2023,3523.0,6.0,215461.0,164636.4,211653.0,211603.4,49.5,0.02,205938.7,2.68,NA,126,1.3,553.0,ok,NA,NA,NA,191336.3,184.303,5.736,201770.6,191336.3,0.050,5.0|5.5|6.0|6.5|7.0,NA,98538.18,103911.85,98538.18
